Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand
ENSBTAG00000011981	14	30827578	30862362	-1
ENSBTAG00000006695	14	30874819	30899394	-1
ENSBTAG00000013284	14	30994346	31055075	1
ENSBTAG00000000620	14	31063582	31102416	1
ENSBTAG00000050513	14	31132755	31134217	-1
ENSBTAG00000011205	14	31135385	31180312	-1
ENSBTAG00000002784	14	31193319	31212995	-1
ENSBTAG00000014689	14	31215536	31326500	1
ENSBTAG00000014691	14	31303246	31456543	-1
ENSBTAG00000044080	14	31534789	31829014	-1
ENSBTAG00000022169	14	31976746	32270936	1
ENSBTAG00000022588	14	32378189	32741893	1
ENSBTAG00000004720	14	33382025	33475206	1
ENSBTAG00000032881	14	33489213	33635085	-1
ENSBTAG00000000060	14	33786654	33805075	-1
ENSBTAG00000020312	14	33837784	34119578	-1
ENSBTAG00000050625	14	33839792	33844810	1
ENSBTAG00000007562	14	34273501	34307287	-1
ENSBTAG00000001808	14	34328194	34360711	-1
ENSBTAG00000048138	14	34364687	34390720	1
ENSBTAG00000011298	14	34786252	35146514	-1
ENSBTAG00000005404	14	35439046	35441608	-1
ENSBTAG00000048963	14	35573943	35575232	1
ENSBTAG00000002062	14	35611321	35666918	-1
ENSBTAG00000053459	14	35649399	35651936	1
ENSBTAG00000040496	14	35905091	36335697	1
ENSBTAG00000032982	14	36382236	36425376	1
ENSBTAG00000017249	14	36436043	36467110	-1
ENSBTAG00000048369	14	36492041	36496813	1
ENSBTAG00000049035	14	36588567	36605837	-1
ENSBTAG00000020139	14	36623520	36627029	-1
ENSBTAG00000020143	14	36628450	36655314	1
ENSBTAG00000002076	14	36760791	37064486	-1
ENSBTAG00000048843	14	37100594	37166729	-1
ENSBTAG00000050514	14	37196547	37220632	-1
ENSBTAG00000012920	14	37225602	37233937	1
ENSBTAG00000008864	14	37240839	37273887	1
ENSBTAG00000048533	14	37324498	37325736	1
ENSBTAG00000032944	14	37372318	37377423	1
ENSBTAG00000008842	14	37502881	37595533	-1
ENSBTAG00000012608	14	37626644	37645604	1
ENSBTAG00000019587	14	38154415	38185904	1
ENSBTAG00000004411	14	38295064	38345541	1
ENSBTAG00000008280	14	38801752	38831315	1
ENSBTAG00000033268	14	39849340	40051390	1
ENSBTAG00000003885	14	40176054	40191397	-1
ENSBTAG00000032831	14	40508675	40508872	-1
ENSBTAG00000039499	14	40845053	40845833	-1
ENSBTAG00000050099	14	41353649	41354092	1
ENSBTAG00000009539	14	41618101	41623935	-1
ENSBTAG00000008150	14	41721020	41820938	1
ENSBTAG00000018902	14	41869658	41935413	1
ENSBTAG00000016284	14	41937221	41996546	-1
ENSBTAG00000020099	14	42811857	42870107	1
ENSBTAG00000032812	14	42882079	42882390	-1
ENSBTAG00000015717	14	42969172	42972066	-1
ENSBTAG00000001302	14	43120078	43222183	-1
ENSBTAG00000037684	14	52059	54730	-1
ENSBTAG00000046435	14	159674	160615	-1
ENSBTAG00000054022	14	239034	247917	-1
ENSBTAG00000007335	14	43230911	43359853	-1
ENSBTAG00000003339	14	43668517	43696284	1
ENSBTAG00000016203	14	261621	275771	-1
ENSBTAG00000000879	14	303633	305704	1
ENSBTAG00000012353	14	309282	313478	-1
ENSBTAG00000026327	14	321231	324177	-1
ENSBTAG00000018456	14	332701	339111	1
ENSBTAG00000018455	14	347689	349724	-1
ENSBTAG00000007186	14	359395	414811	1
ENSBTAG00000053020	14	43783671	43787565	-1
ENSBTAG00000046031	14	416888	419537	1
ENSBTAG00000004970	14	417616	424777	1
ENSBTAG00000021743	14	43837811	44085912	-1
ENSBTAG00000004969	14	424798	428272	-1
ENSBTAG00000007838	14	435003	437076	-1
ENSBTAG00000014026	14	44178038	44329953	-1
ENSBTAG00000007835	14	438530	442163	-1
ENSBTAG00000047330	14	44488895	44494877	1
ENSBTAG00000007834	14	443246	448420	-1
ENSBTAG00000004761	14	469132	470687	1
ENSBTAG00000007753	14	470777	478486	-1
ENSBTAG00000000071	14	44644660	44649977	-1
ENSBTAG00000039718	14	44660636	44664496	-1
ENSBTAG00000037526	14	44676542	44681059	-1
ENSBTAG00000035254	14	478582	492655	1
ENSBTAG00000047661	14	44726446	44734289	-1
ENSBTAG00000007749	14	496271	507275	1
ENSBTAG00000002080	14	44848527	44856903	-1
ENSBTAG00000011779	14	44987026	45020255	-1
ENSBTAG00000054331	14	45107921	45157923	-1
ENSBTAG00000007423	14	45276997	45305176	1
ENSBTAG00000043996	14	45624935	46065709	1
ENSBTAG00000006209	14	46164456	46477513	1
ENSBTAG00000026254	14	46782509	46801623	-1
ENSBTAG00000052098	14	47110107	47149980	-1
ENSBTAG00000032738	14	47339334	47344613	-1
ENSBTAG00000007303	14	47398425	47427803	1
ENSBTAG00000040422	14	47545755	47552999	-1
ENSBTAG00000014032	14	47572111	47669435	1
ENSBTAG00000017694	14	48629593	48904459	1
ENSBTAG00000055102	14	48659182	48660230	-1
ENSBTAG00000039068	14	50805781	50806991	1
ENSBTAG00000038281	14	50969629	52273953	1
ENSBTAG00000008512	14	54487445	54495242	1
ENSBTAG00000021747	14	54622915	54628946	-1
ENSBTAG00000032548	14	54705056	54833681	1
ENSBTAG00000037571	14	54843587	54861866	-1
ENSBTAG00000026247	14	54884631	55054360	-1
ENSBTAG00000007387	14	55078156	55087610	-1
ENSBTAG00000007386	14	55087717	55181181	1
ENSBTAG00000019997	14	55317459	55362360	-1
ENSBTAG00000039141	14	55633618	55635565	1
ENSBTAG00000010006	14	55973618	56023743	-1
ENSBTAG00000006702	14	56245887	56293897	1
ENSBTAG00000013598	14	56385156	56556667	1
ENSBTAG00000006213	14	56697846	56698406	1
ENSBTAG00000008257	14	56948115	56949709	1
ENSBTAG00000014051	14	56984054	57285247	1
ENSBTAG00000018352	14	57818275	57829120	1
ENSBTAG00000008285	14	57844325	58141613	-1
ENSBTAG00000001649	14	58819937	59239114	-1
ENSBTAG00000011516	14	60035526	60126246	1
ENSBTAG00000051568	14	60146577	60147779	1
ENSBTAG00000021887	14	60148619	60239255	1
ENSBTAG00000021240	14	60265369	60283636	-1
ENSBTAG00000003827	14	60359146	60390081	-1
ENSBTAG00000054448	14	60561410	60967763	-1
ENSBTAG00000021449	14	61045415	61074814	-1
ENSBTAG00000033902	14	61074661	61108240	1
ENSBTAG00000032591	14	61130677	61147034	-1
ENSBTAG00000010529	14	61176627	61212948	-1
ENSBTAG00000026242	14	61264782	61351893	-1
ENSBTAG00000013513	14	61410572	61450792	-1
ENSBTAG00000007943	14	61585944	61617025	1
ENSBTAG00000014396	14	61770129	61776507	1
ENSBTAG00000003445	14	61844561	61854021	-1
ENSBTAG00000021209	14	61987835	62126918	1
ENSBTAG00000021208	14	62133632	62171095	1
ENSBTAG00000026963	14	62384855	62715290	1
ENSBTAG00000004518	14	62721044	62888891	-1
ENSBTAG00000008054	14	63150498	63158673	1
ENSBTAG00000000236	14	63393855	63427371	1
ENSBTAG00000046358	14	63625556	63643551	1
ENSBTAG00000011271	14	63707070	63789288	1
ENSBTAG00000001254	14	63800447	63868200	1
ENSBTAG00000054554	14	63823596	63824684	-1
ENSBTAG00000017833	14	64047857	64103385	1
ENSBTAG00000050156	14	64130238	64151393	-1
ENSBTAG00000032544	14	64174147	64208187	-1
ENSBTAG00000022539	14	64216926	64220642	-1
ENSBTAG00000019795	14	64227507	64239663	1
ENSBTAG00000019793	14	64289853	64398324	1
ENSBTAG00000014130	14	64442651	64452623	1
ENSBTAG00000012357	14	64454510	65258852	-1
ENSBTAG00000013213	14	65332265	65339913	-1
ENSBTAG00000026234	14	65475373	65785445	1
ENSBTAG00000007768	14	65828236	65829669	-1
ENSBTAG00000018206	14	65960510	66051049	1
ENSBTAG00000012596	14	66086238	66115081	-1
ENSBTAG00000012595	14	66121455	66129652	1
ENSBTAG00000018493	14	66134855	66162958	-1
ENSBTAG00000016278	14	66175850	66194695	1
ENSBTAG00000017165	14	66186820	66359721	-1
ENSBTAG00000016959	14	66373395	66438425	-1
ENSBTAG00000003098	14	66507284	66561450	-1
ENSBTAG00000032432	14	66645755	66646231	-1
ENSBTAG00000011290	14	66694629	66695102	1
ENSBTAG00000011572	14	66852944	66854263	1
ENSBTAG00000046135	14	66865293	66869643	1
ENSBTAG00000011908	14	66989157	67551536	-1
ENSBTAG00000014357	14	67588233	67708225	-1
ENSBTAG00000000317	15	75918764	75938190	1
ENSBTAG00000049963	15	44603788	44607540	1
ENSBTAG00000054836	15	44613375	44617249	1
ENSBTAG00000027562	15	75938260	75938905	-1
ENSBTAG00000053062	15	44642301	44643245	1
ENSBTAG00000003126	15	75941284	75946922	-1
ENSBTAG00000021150	15	44699882	44700817	-1
ENSBTAG00000054780	15	44720406	44723529	1
ENSBTAG00000053049	15	44735869	44736798	1
ENSBTAG00000050411	15	44767709	44768641	-1
ENSBTAG00000052769	15	44782407	44783351	-1
ENSBTAG00000048437	15	44801205	44802155	-1
ENSBTAG00000054361	15	44846333	44847265	-1
ENSBTAG00000052704	15	44862338	44863300	-1
ENSBTAG00000037384	15	44877603	44878574	1
ENSBTAG00000049078	15	44896842	44897774	1
ENSBTAG00000048922	15	44902288	44906499	-1
ENSBTAG00000009607	15	75950774	75956775	1
ENSBTAG00000053728	15	44927863	44928825	-1
ENSBTAG00000038245	15	44941606	44942580	1
ENSBTAG00000054054	15	44957698	44958636	-1
ENSBTAG00000049870	15	44973439	44974377	-1
ENSBTAG00000009611	15	75955555	76148892	-1
ENSBTAG00000037921	15	45001013	45024940	1
ENSBTAG00000006143	15	76282608	76319986	1
ENSBTAG00000016142	15	45046540	45056681	1
ENSBTAG00000013636	15	76341430	76374697	1
ENSBTAG00000016140	15	45063034	45217437	-1
ENSBTAG00000007740	15	76374118	76377898	1
ENSBTAG00000021483	15	45219892	45250906	-1
ENSBTAG00000033699	15	76377895	76380011	-1
ENSBTAG00000004282	15	76389709	76562282	-1
ENSBTAG00000032079	15	45275683	45485248	-1
ENSBTAG00000047652	15	45656005	45657566	-1
ENSBTAG00000002289	15	45670882	45708740	-1
ENSBTAG00000004639	15	76568896	76576776	-1
ENSBTAG00000020289	15	45737686	45740602	1
ENSBTAG00000003638	15	45755364	45773134	-1
ENSBTAG00000017325	15	76578279	76620035	1
ENSBTAG00000054848	15	45787104	45788048	-1
ENSBTAG00000018490	15	45807212	45808159	1
ENSBTAG00000052067	15	45809519	45810466	-1
ENSBTAG00000049124	15	45820019	45820972	-1
ENSBTAG00000052456	15	45845580	45846548	-1
ENSBTAG00000050050	15	45860548	45861501	-1
ENSBTAG00000016501	15	76622892	76639557	-1
ENSBTAG00000027557	15	76642966	76648412	1
ENSBTAG00000007148	15	76656867	76671235	1
ENSBTAG00000019144	15	45906051	45907010	1
ENSBTAG00000051921	15	45914154	45915098	1
ENSBTAG00000027525	15	45917256	45918356	1
ENSBTAG00000004448	15	76674259	76779196	-1
ENSBTAG00000049727	15	45942396	45943340	1
ENSBTAG00000037603	15	45960727	45966649	1
ENSBTAG00000036031	15	45990806	45991732	1
ENSBTAG00000055066	15	46014079	46014990	1
ENSBTAG00000035675	15	46024625	46025557	-1
ENSBTAG00000054851	15	46052183	46053127	-1
ENSBTAG00000054261	15	46071047	46071991	-1
ENSBTAG00000047025	15	46092886	46093818	-1
ENSBTAG00000021147	15	46100648	46101571	-1
ENSBTAG00000051394	15	46132026	46133194	1
ENSBTAG00000037937	15	46229081	46235896	1
ENSBTAG00000049294	15	46276833	46280671	1
ENSBTAG00000052878	15	46361442	46362506	1
ENSBTAG00000024781	15	46383577	46385081	1
ENSBTAG00000008429	15	76789248	76840637	-1
ENSBTAG00000015405	15	46407409	46444149	1
ENSBTAG00000015403	15	46444901	46452583	1
ENSBTAG00000009573	15	76852552	77063224	1
ENSBTAG00000000694	15	46453641	46455094	1
ENSBTAG00000000696	15	46455063	46462510	-1
ENSBTAG00000000697	15	46462641	46466203	1
ENSBTAG00000052993	15	46480794	46482080	-1
ENSBTAG00000049216	15	46521983	46528153	-1
ENSBTAG00000003567	15	46565858	46566703	-1
ENSBTAG00000003566	15	46566770	46571931	1
ENSBTAG00000003565	15	46574037	46599884	1
ENSBTAG00000003564	15	46605826	46638913	1
ENSBTAG00000015655	15	46625995	46648787	1
ENSBTAG00000015628	15	46648923	46653387	-1
ENSBTAG00000009574	15	77063167	77075217	-1
ENSBTAG00000009576	15	77074376	77083628	-1
ENSBTAG00000020999	15	77097152	77118221	1
ENSBTAG00000009440	15	46691623	46695015	-1
ENSBTAG00000019754	15	46710950	46712568	1
ENSBTAG00000005236	15	46765294	46776272	-1
ENSBTAG00000005228	15	46791967	46796810	-1
ENSBTAG00000020515	15	46801428	46827698	1
ENSBTAG00000021002	15	77118095	77125767	-1
ENSBTAG00000010681	15	77125341	77139490	1
ENSBTAG00000027642	15	46828022	46832117	-1
ENSBTAG00000008892	15	46837272	46838657	-1
ENSBTAG00000021590	15	46864248	46865216	1
ENSBTAG00000053864	15	46890153	46891118	-1
ENSBTAG00000052169	15	46911157	46912483	-1
ENSBTAG00000021700	15	77139930	77180691	1
ENSBTAG00000038977	15	46953593	46954546	1
ENSBTAG00000027443	15	46966239	46970311	1
ENSBTAG00000000368	15	46979417	46981506	1
ENSBTAG00000051243	15	47028373	47044838	1
ENSBTAG00000048638	15	47070859	47071806	-1
ENSBTAG00000048615	15	47085535	47086482	-1
ENSBTAG00000050676	15	47102397	47106566	-1
ENSBTAG00000021707	15	77180952	77199310	-1
ENSBTAG00000051582	15	47122611	47138908	-1
ENSBTAG00000032274	15	47157326	47176517	-1
ENSBTAG00000037505	15	47187572	47188540	-1
ENSBTAG00000000118	15	47200087	47201058	1
ENSBTAG00000038452	15	47213218	47214159	1
ENSBTAG00000020952	15	47227535	47228476	-1
ENSBTAG00000049514	15	47245425	47246390	-1
ENSBTAG00000036328	15	47312699	47313661	1
ENSBTAG00000050950	15	47340158	47341123	1
ENSBTAG00000055180	15	47358847	47370756	-1
ENSBTAG00000009044	15	47397751	47398716	1
ENSBTAG00000052528	15	47407068	47408033	1
ENSBTAG00000050762	15	47432076	47433035	-1
ENSBTAG00000021709	15	77200844	77230554	-1
ENSBTAG00000054683	15	47451699	47465516	-1
ENSBTAG00000032259	15	47461751	47462062	1
ENSBTAG00000032255	15	47476270	47477232	-1
ENSBTAG00000049627	15	47489233	47490204	-1
ENSBTAG00000019436	15	77240232	77248528	1
ENSBTAG00000048484	15	47500614	47503237	-1
ENSBTAG00000048679	15	47532450	47533433	-1
ENSBTAG00000051694	15	47548074	47549045	-1
ENSBTAG00000039029	15	47597548	47598537	-1
ENSBTAG00000046618	15	47606948	47607856	-1
ENSBTAG00000021744	15	77250425	77258901	-1
ENSBTAG00000048584	15	47621975	47622952	-1
ENSBTAG00000052134	15	47640913	47641890	-1
ENSBTAG00000016119	15	47652129	47653082	-1
ENSBTAG00000006815	15	47661933	47663266	-1
ENSBTAG00000051804	15	47681806	47682747	-1
ENSBTAG00000038536	15	47778463	47795994	-1
ENSBTAG00000021745	15	77261076	77273571	-1
ENSBTAG00000002520	15	77288832	77368002	-1
ENSBTAG00000005609	15	47812242	47819532	-1
ENSBTAG00000052606	15	47830763	47838934	-1
ENSBTAG00000005251	15	47865341	47880349	-1
ENSBTAG00000018479	15	77368219	77373977	1
ENSBTAG00000037465	15	47890408	47904741	-1
ENSBTAG00000018482	15	77374325	77379012	-1
ENSBTAG00000053851	15	47910198	47911142	-1
ENSBTAG00000048999	15	47918495	47937163	-1
ENSBTAG00000018483	15	77379153	77383888	1
ENSBTAG00000055123	15	77384965	77387225	1
ENSBTAG00000052045	15	47988341	47989276	1
ENSBTAG00000018742	15	77409614	77429460	-1
ENSBTAG00000048166	15	48000889	48001851	1
ENSBTAG00000046489	15	48011762	48012703	1
ENSBTAG00000048742	15	48025510	48026484	1
ENSBTAG00000046762	15	48039064	48041729	1
ENSBTAG00000005671	15	48052811	48054616	1
ENSBTAG00000025266	15	48059198	48061840	1
ENSBTAG00000017647	15	48077681	48079240	1
ENSBTAG00000049169	15	48083987	48084943	-1
ENSBTAG00000054937	15	48091135	48092914	-1
ENSBTAG00000038637	15	48102638	48103585	1
ENSBTAG00000052489	15	48113302	48114246	1
ENSBTAG00000053623	15	48121321	48122265	1
ENSBTAG00000018182	15	48133407	48134348	1
ENSBTAG00000027651	15	48161137	48216925	-1
ENSBTAG00000003582	15	48183475	48184416	1
ENSBTAG00000019544	15	48223852	48224793	-1
ENSBTAG00000051215	15	77451766	77481415	-1
ENSBTAG00000019549	15	48239359	48240321	-1
ENSBTAG00000052657	15	48249894	48278883	-1
ENSBTAG00000051659	15	48307485	48308527	1
ENSBTAG00000020911	15	77492393	77513241	-1
ENSBTAG00000047847	15	48334976	48346859	-1
ENSBTAG00000037815	15	48336979	48338849	1
ENSBTAG00000021125	15	77526748	77570322	-1
ENSBTAG00000037751	15	48346226	48347924	1
ENSBTAG00000049600	15	48352122	48353306	1
ENSBTAG00000037644	15	48362236	48363996	1
ENSBTAG00000039056	15	48378558	48380364	1
ENSBTAG00000039178	15	48388416	48389968	1
ENSBTAG00000052199	15	48395770	48396912	1
ENSBTAG00000054499	15	48411186	48413936	-1
ENSBTAG00000038748	15	48412408	48414036	1
ENSBTAG00000049166	15	48424173	48425135	1
ENSBTAG00000020673	15	48437482	48438441	1
ENSBTAG00000051179	15	48449821	48450759	1
ENSBTAG00000046378	15	48490180	48495095	1
ENSBTAG00000052809	15	48515435	48516385	1
ENSBTAG00000054010	15	48540937	48541875	-1
ENSBTAG00000049144	15	48553545	48554495	-1
ENSBTAG00000050576	15	48581789	48582739	-1
ENSBTAG00000038679	15	48602181	48603137	-1
ENSBTAG00000050860	15	48669365	48670327	-1
ENSBTAG00000047356	15	48675985	48677409	-1
ENSBTAG00000050805	15	48690770	48691714	-1
ENSBTAG00000040017	15	48708761	48709705	-1
ENSBTAG00000054720	15	48718935	48719894	-1
ENSBTAG00000051949	15	48755710	48758358	-1
ENSBTAG00000024715	15	77686573	77861198	1
ENSBTAG00000048579	15	48777851	48781619	-1
ENSBTAG00000039253	15	48807308	48808776	1
ENSBTAG00000052554	15	48817382	48818332	1
ENSBTAG00000051095	15	48823981	48824949	-1
ENSBTAG00000049241	15	48852452	48853408	1
ENSBTAG00000014853	15	48862185	48863132	-1
ENSBTAG00000049648	15	48888165	48889202	1
ENSBTAG00000047714	15	48915399	48916337	1
ENSBTAG00000050295	15	48933939	48934883	-1
ENSBTAG00000049819	15	48936415	48937362	1
ENSBTAG00000053234	15	48951819	48952745	1
ENSBTAG00000038161	15	48975180	49002565	-1
ENSBTAG00000052357	15	48993008	48993949	1
ENSBTAG00000054970	15	49010376	49011314	1
ENSBTAG00000040139	15	49027605	49080741	1
ENSBTAG00000048570	15	49043281	49044270	-1
ENSBTAG00000052506	15	49112066	49113010	-1
ENSBTAG00000035008	15	49128609	49129511	1
ENSBTAG00000050651	15	49148085	49149029	-1
ENSBTAG00000008312	15	49215676	49216635	1
ENSBTAG00000053143	15	49224404	49225363	1
ENSBTAG00000050111	15	49279362	49280321	1
ENSBTAG00000054208	15	49293503	49294441	1
ENSBTAG00000039298	15	49332143	49333102	-1
ENSBTAG00000054634	15	49364999	49365961	1
ENSBTAG00000037875	15	49384179	49385132	1
ENSBTAG00000047945	15	49412715	49413665	-1
ENSBTAG00000039735	15	49434896	49435837	-1
ENSBTAG00000051022	15	49451388	49452648	1
ENSBTAG00000040339	15	49464595	49465551	-1
ENSBTAG00000004765	15	49505112	49506068	-1
ENSBTAG00000038636	15	49538012	49538959	1
ENSBTAG00000037886	15	49547370	49548474	1
ENSBTAG00000047479	15	49588246	49589307	1
ENSBTAG00000049940	15	49597248	49598207	-1
ENSBTAG00000053014	15	49610597	49611556	-1
ENSBTAG00000053514	15	49636754	49637698	1
ENSBTAG00000040478	15	49661292	49662230	-1
ENSBTAG00000052183	15	49677228	49687625	1
ENSBTAG00000047489	15	49698848	49699792	1
ENSBTAG00000022368	15	49708523	49709470	-1
ENSBTAG00000046913	15	49741655	49742617	1
ENSBTAG00000045612	15	49779495	49780448	-1
ENSBTAG00000051580	15	49811308	49812264	-1
ENSBTAG00000039185	15	49828721	49856456	1
ENSBTAG00000052193	15	49835829	49836770	-1
ENSBTAG00000038075	15	49885812	49887388	-1
ENSBTAG00000039654	15	49915887	49916828	-1
ENSBTAG00000053133	15	49923749	49924696	-1
ENSBTAG00000052923	15	49961541	49962479	-1
ENSBTAG00000050416	15	49969413	49970360	-1
ENSBTAG00000051323	15	49984692	50008922	1
ENSBTAG00000049986	15	50002149	50002595	-1
ENSBTAG00000050390	15	50029326	50042635	1
ENSBTAG00000050365	15	50072453	50073490	-1
ENSBTAG00000054519	15	50114052	50115008	-1
ENSBTAG00000052372	15	50141353	50142321	1
ENSBTAG00000054371	15	50148571	50149521	-1
ENSBTAG00000038578	15	50160066	50164018	-1
ENSBTAG00000051181	15	50187730	50190362	1
ENSBTAG00000050019	15	50224472	50225431	1
ENSBTAG00000049456	15	50261811	50262755	1
ENSBTAG00000049947	15	50284756	50285700	-1
ENSBTAG00000054011	15	50310273	50311217	1
ENSBTAG00000008236	15	50318301	50319263	1
ENSBTAG00000049453	15	50341558	50342520	1
ENSBTAG00000051654	15	50354418	50355539	1
ENSBTAG00000050367	15	50369345	50482903	1
ENSBTAG00000000233	15	50384953	50385906	-1
ENSBTAG00000000232	15	50400981	50401955	-1
ENSBTAG00000011332	15	50412931	50427053	1
ENSBTAG00000048052	15	50431553	50432524	-1
ENSBTAG00000051676	15	50443744	50444718	-1
ENSBTAG00000051808	15	50449239	50450434	-1
ENSBTAG00000051670	15	77899334	77900263	1
ENSBTAG00000049550	15	77914190	77915140	1
ENSBTAG00000054431	15	50513017	50513970	1
ENSBTAG00000031025	15	77930010	77930939	1
ENSBTAG00000031923	15	50541889	50542833	1
ENSBTAG00000053247	15	77938056	77938985	1
ENSBTAG00000048383	15	50558371	50559324	1
ENSBTAG00000031026	15	77950829	77951758	1
ENSBTAG00000031119	15	77971869	77972819	1
ENSBTAG00000054640	15	77992130	77993059	1
ENSBTAG00000052223	15	78006018	78006947	1
ENSBTAG00000055007	15	78028587	78029516	1
ENSBTAG00000024788	15	78050177	78051085	1
ENSBTAG00000013683	15	50598863	50599810	1
ENSBTAG00000031030	15	78056798	78057697	1
ENSBTAG00000040075	15	50620087	50621040	-1
ENSBTAG00000012549	15	78066065	78066991	-1
ENSBTAG00000013900	15	50637416	50648514	1
ENSBTAG00000012325	15	50655618	50656697	-1
ENSBTAG00000053982	15	50681477	50682421	-1
ENSBTAG00000051174	15	50694391	50694975	-1
ENSBTAG00000031032	15	78104674	78105603	1
ENSBTAG00000052975	15	50731793	50735186	1
ENSBTAG00000053761	15	78112683	78113576	-1
ENSBTAG00000048614	15	50783578	50784522	-1
ENSBTAG00000054221	15	50815224	50818684	-1
ENSBTAG00000040380	15	50821755	50823680	1
ENSBTAG00000053438	15	78134611	78135980	1
ENSBTAG00000054267	15	78150886	78151815	-1
ENSBTAG00000053472	15	50872353	50873297	1
ENSBTAG00000035686	15	50947385	50948389	1
ENSBTAG00000048640	15	78211765	78212694	1
ENSBTAG00000005070	15	50964865	50965884	1
ENSBTAG00000050306	15	78224739	78225668	1
ENSBTAG00000051253	15	78231024	78231953	1
ENSBTAG00000053824	15	78251655	78252584	1
ENSBTAG00000013111	15	50969950	51010523	-1
ENSBTAG00000053261	15	78258016	78258945	1
ENSBTAG00000053906	15	78298148	78299077	1
ENSBTAG00000048745	15	78334575	78335492	1
ENSBTAG00000048840	15	78355104	78356114	1
ENSBTAG00000048665	15	78364680	78365606	1
ENSBTAG00000052351	15	78377150	78378076	1
ENSBTAG00000010005	15	78403697	78404629	-1
ENSBTAG00000011521	15	78444246	78445196	1
ENSBTAG00000035485	15	78455335	78456285	1
ENSBTAG00000050104	15	78470776	78471720	-1
ENSBTAG00000039272	15	78488703	78489632	-1
ENSBTAG00000048865	15	78494097	78495029	-1
ENSBTAG00000052960	15	78499417	78500415	-1
ENSBTAG00000054280	15	78514640	78515560	-1
ENSBTAG00000054223	15	78526536	78527465	-1
ENSBTAG00000007944	15	78548610	78549554	-1
ENSBTAG00000020746	15	78585013	78585975	-1
