Ohno1	Ohno2	Symbol1	Symbol2	Og weighted global mean	Self weighted global mean	Outgroup Support	Duplication time	Gene type
ENSBTAG00000002157	ENSBTAG00000019601	LMOD2	ENSBTAG00000019601	0.00649962959552833	7.80224151417229e-09	2	Vertebrata	protein_coding
ENSBTAG00000047808	ENSBTAG00000015091	ENSBTAG00000047808	ENSBTAG00000015091	0.000387793626514	0.00908790152122125	3	Vertebrata	protein_coding
ENSBTAG00000047138	ENSBTAG00000007175	AVPR2	AVPR1A	0.0285663080820559	6.96793088407032e-07	3	Vertebrata	protein_coding
ENSBTAG00000011585	ENSBTAG00000017664	MST1	HGF	1.71057312454085e-07	2.82735622354376e-45	1	Vertebrata	protein_coding
ENSBTAG00000010829	ENSBTAG00000037508	ENSBTAG00000010829	EBF1	5.89430868088217e-06	3.72858529937084e-15	3	Vertebrata	protein_coding
ENSBTAG00000011274	ENSBTAG00000009722	ENO2	ENSBTAG00000009722	0.0211846205420277	5.56426043506297e-18	2	Vertebrata	protein_coding
ENSBTAG00000047741	ENSBTAG00000004755	KCTD3	SHKBP1	0.0044539111203497	0.00226689090796388	4	Vertebrata	protein_coding
ENSBTAG00000002126	ENSBTAG00000008401	PFKFB2	PFKFB3	3.37506259872788e-10	2.12960535363779e-29	5	Vertebrata	protein_coding
ENSBTAG00000018071	ENSBTAG00000047868	TMOD4	TMOD3	0.000212187215434211	4.26337166905956e-30	2	Vertebrata	protein_coding
ENSBTAG00000021872	ENSBTAG00000008006	RASGRP1	RASGRP3	4.13820616094092e-08	4.94190588228932e-29	3	Vertebrata	protein_coding
ENSBTAG00000012945	ENSBTAG00000017480	PDE6A	PDE6B	4.78029226828953e-07	6.01548208939626e-11	2	Vertebrata	protein_coding
ENSBTAG00000045828	ENSBTAG00000016750	PTBP1	PTBP3	9.12347932799727e-12	4.45669315447921e-24	5	Vertebrata	protein_coding
ENSBTAG00000004499	ENSBTAG00000013849	RGS3	RGS13	7.28363812422221e-06	2.58356467526415e-28	3	Vertebrata	protein_coding
ENSBTAG00000006246	ENSBTAG00000002949	CBX5	CBX1	8.49424962968402e-06	1.13254682588264e-26	5	Vertebrata	protein_coding
ENSBTAG00000014501	ENSBTAG00000045862	FERMT2	FERMT3	2.81112428793368e-08	7.96148268923463e-14	5	Vertebrata	protein_coding
ENSBTAG00000006372	ENSBTAG00000030322	KLHL42	KLHDC7A	0.000645583998328323	5.52786043143898e-12	3	Vertebrata	protein_coding
ENSBTAG00000001286	ENSBTAG00000003490	ELMO3	ELMO1	6.85409749278368e-08	1.31062668287988e-13	3	Vertebrata	protein_coding
ENSBTAG00000000753	ENSBTAG00000007833	PIAS4	PIAS2	9.61427051903069e-07	6.16549310196198e-17	3	Vertebrata	protein_coding
ENSBTAG00000039991	ENSBTAG00000046353	ENSBTAG00000039991	ENSBTAG00000046353	1.66749768735172e-08	5.60024973946622e-05	2	Vertebrata	protein_coding
ENSBTAG00000022529	ENSBTAG00000021580	ENSBTAG00000022529	HNRNPA3	6.17816172685498e-08	4.51433169166942e-22	3	Vertebrata	protein_coding
ENSBTAG00000007196	ENSBTAG00000020764	TAGLN	CNN2	0.000281242701681587	6.18926432602828e-06	2	Vertebrata	protein_coding
ENSBTAG00000007153	ENSBTAG00000001367	C1QA	C1QTNF2	0.0465086770993268	0.000723086685435792	1	Vertebrata	protein_coding
ENSBTAG00000010968	ENSBTAG00000020180	TMED1	TMED5	1.03737376491824e-05	3.69704637946587e-16	4	Vertebrata	protein_coding
ENSBTAG00000046989	ENSBTAG00000005026	MANEAL	MANEA	0.000195809018117802	1.5940890369466e-27	2	Vertebrata	protein_coding
ENSBTAG00000019327	ENSBTAG00000030587	NRAP	LASP1	3.30262561089333e-05	1.01816464211479e-08	2	Vertebrata	protein_coding
ENSBTAG00000012789	ENSBTAG00000001114	PRKD1	PRKD3	5.80946938372798e-15	4.21027735303721e-22	5	Vertebrata	protein_coding
ENSBTAG00000015061	ENSBTAG00000010085	ENSBTAG00000015061	SLC7A2	7.60154717141691e-05	2.69898665827252e-16	3	Vertebrata	protein_coding
ENSBTAG00000004879	ENSBTAG00000044105	FOXO4	FOXO1	5.97627185531516e-05	4.80594585469433e-27	3	Vertebrata	protein_coding
ENSBTAG00000021522	ENSBTAG00000047084	PLA2G10	ENSBTAG00000047084	0.0356224242127452	1.38852615955333e-06	2	Vertebrata	protein_coding
ENSBTAG00000017361	ENSBTAG00000013641	BAG5	BAG3	0.00778893935669776	2.69732177522088e-05	2	Vertebrata	protein_coding
ENSBTAG00000022244	ENSBTAG00000009696	ACTN3	ACTN2	1.34372363372771e-05	0.00380119821088517	5	Vertebrata	protein_coding
ENSBTAG00000014299	ENSBTAG00000004279	RHOC	RHOA	7.21183579421027e-07	2.39809359434263e-21	3	Vertebrata	protein_coding
ENSBTAG00000015541	ENSBTAG00000033702	DLC1	STARD8	4.7570764307028e-07	3.02670734400314e-13	4	Vertebrata	protein_coding
ENSBTAG00000015753	ENSBTAG00000031940	RSBN1L	RSBN1	6.14381375143785e-06	3.23210871001652e-23	4	Vertebrata	protein_coding
ENSBTAG00000000700	ENSBTAG00000008057	PARVA	PARVG	1.48773422634413e-06	6.72734797154931e-23	3	Vertebrata	protein_coding
ENSBTAG00000004596	ENSBTAG00000013489	ENSBTAG00000004596	CYP27A1	0.000283732099434346	2.46180052020517e-05	4	Vertebrata	protein_coding
ENSBTAG00000001069	ENSBTAG00000015460	TP53	TP63	2.59597150126473e-05	2.79470873110152e-21	2	Vertebrata	protein_coding
ENSBTAG00000003622	ENSBTAG00000047955	ENSBTAG00000003622	ZNF774	0.0132417075614254	0.0417161736258769	1	Vertebrata	protein_coding
ENSBTAG00000011525	ENSBTAG00000008117	SLC5A8	SLC5A4	0.000441790167157059	0.00430421415937405	2	Vertebrata	protein_coding
ENSBTAG00000015611	ENSBTAG00000025898	TBC1D9B	TBC1D8	0.000834996174646959	3.49431398176933e-13	3	Vertebrata	protein_coding
ENSBTAG00000019096	ENSBTAG00000006876	UQCRC1	PMPCB	1.17037501859474e-09	9.63373962983276e-39	5	Vertebrata	protein_coding
ENSBTAG00000009438	ENSBTAG00000015377	EPHA5	EPHB1	1.55489535686534e-06	1.96661374704273e-05	2	Vertebrata	protein_coding
ENSBTAG00000005012	ENSBTAG00000015683	HSPH1	HSPA4	1.70701382362798e-08	9.89479968018614e-15	4	Vertebrata	protein_coding
ENSBTAG00000005540	ENSBTAG00000002949	CBX3	CBX1	1.2305169225812e-05	3.61290740240279e-35	5	Vertebrata	protein_coding
ENSBTAG00000009904	ENSBTAG00000021709	SPIC	SPI1	0.0154879995001906	1.15649564662611e-31	2	Vertebrata	protein_coding
ENSBTAG00000020394	ENSBTAG00000014551	TNFAIP8L2	TNFAIP8	0.0206939610589407	4.67289840389668e-05	2	Vertebrata	protein_coding
ENSBTAG00000024814	ENSBTAG00000008553	B4GALNT4	B4GALNT3	0.000735507119168041	5.58275856174425e-25	1	Vertebrata	protein_coding
ENSBTAG00000034366	ENSBTAG00000004305	RGS2	RGS16	0.0173202498260482	0.00022272783587076	2	Vertebrata	protein_coding
ENSBTAG00000046343	ENSBTAG00000033685	CCNJL	CCNJ	3.82651068638217e-06	7.05913577142282e-26	2	Vertebrata	protein_coding
ENSBTAG00000007073	ENSBTAG00000013476	CPB2	CPA5	0.00095656685586684	0.192139869059488	2	Vertebrata	protein_coding
ENSBTAG00000013740	ENSBTAG00000000176	SP2	SP3	0.00288399610662512	1.42021942130916e-33	2	Vertebrata	protein_coding
ENSBTAG00000017545	ENSBTAG00000002136	FCHO2	FCHO1	3.59395401600187e-07	9.27126797165783e-27	5	Vertebrata	protein_coding
ENSBTAG00000007331	ENSBTAG00000002052	PLOD2	PLOD1	5.01186424122117e-15	1.1203038619059e-25	5	Vertebrata	protein_coding
ENSBTAG00000039302	ENSBTAG00000010719	ANGPTL6	ANGPTL1	3.33703641135061e-07	1.65262000149417e-14	3	Vertebrata	protein_coding
ENSBTAG00000021013	ENSBTAG00000025274	TUBB4A	TUBB4B	0.0408925999785518	0.00222563739174838	4	Vertebrata	protein_coding
ENSBTAG00000018572	ENSBTAG00000002804	FLT3	PDGFRB	3.63201573490181e-06	9.96500381538175e-11	2	Vertebrata	protein_coding
ENSBTAG00000002717	ENSBTAG00000018463	INA	VIM	0.0016105562763843	0.00257632784441437	2	Vertebrata	protein_coding
ENSBTAG00000007145	ENSBTAG00000013147	KRT82	NEFH	0.0196515863452583	0.00101597221013215	2	Vertebrata	protein_coding
ENSBTAG00000021508	ENSBTAG00000021576	LMOD3	LMOD1	0.00869049598788536	1.71383611634828e-21	4	Vertebrata	protein_coding
ENSBTAG00000013502	ENSBTAG00000012516	SLC1A6	SLC1A7	0.00305466480044694	1.03673200129567e-11	3	Vertebrata	protein_coding
ENSBTAG00000009175	ENSBTAG00000016851	RPS6KB2	RPS6KB1	0.00385653581440134	2.1737724462903e-06	2	Vertebrata	protein_coding
ENSBTAG00000018578	ENSBTAG00000012994	LOXL3	LOX	0.0397716019615628	0.0365955668440369	3	Vertebrata	protein_coding
ENSBTAG00000007791	ENSBTAG00000003030	KCNQ5	KCNQ2	9.64644468418745e-07	1.20754759598171e-13	3	Vertebrata	protein_coding
ENSBTAG00000000923	ENSBTAG00000016033	HOXC13	HOXD9	0.0224977872214553	1.62141104183435e-31	1	Vertebrata	protein_coding
ENSBTAG00000018280	ENSBTAG00000020250	SLC28A3	SLC28A1	0.00500126700494368	1.34852789377676e-14	3	Vertebrata	protein_coding
ENSBTAG00000012088	ENSBTAG00000009230	FBLN1	FBLN7	5.40338850583305e-05	0.00709744712079216	1	Vertebrata	protein_coding
ENSBTAG00000010062	ENSBTAG00000014615	SLC26A4	SLC26A2	1.93106930116334e-05	0.174354322944104	4	Vertebrata	protein_coding
ENSBTAG00000012191	ENSBTAG00000013824	WWC2	WWC3	3.40979361394617e-07	1.39479091633475e-11	3	Vertebrata	protein_coding
ENSBTAG00000018543	ENSBTAG00000009786	VIL1	SCIN	0.000112909033693022	2.74009458808623e-24	3	Vertebrata	protein_coding
ENSBTAG00000006243	ENSBTAG00000002781	GCNT7	GCNT4	3.5667786092159e-05	0.000166385599106288	1	Vertebrata	protein_coding
ENSBTAG00000000507	ENSBTAG00000001864	NR4A1	NR4A3	0.000302734046990833	2.66634534600574e-08	4	Vertebrata	protein_coding
ENSBTAG00000012991	ENSBTAG00000013493	PRUNE2	BNIP2	0.00544838133801279	7.63889699586733e-29	2	Vertebrata	protein_coding
ENSBTAG00000021467	ENSBTAG00000007062	IGFBP6	IGFBP5	0.00112010663735092	4.46203323366261e-20	2	Vertebrata	protein_coding
ENSBTAG00000003257	ENSBTAG00000026234	STK4	STK3	1.40034437063876e-05	2.27153961692781e-39	4	Vertebrata	protein_coding
ENSBTAG00000017780	ENSBTAG00000018576	DPYSL4	DPYSL5	0.000624972546712712	0.000193730116288988	2	Vertebrata	protein_coding
ENSBTAG00000025337	ENSBTAG00000003512	MYH13	MYH7B	3.25755148166719e-06	0.000511206810016989	4	Vertebrata	protein_coding
ENSBTAG00000039326	ENSBTAG00000002781	ENSBTAG00000039326	GCNT4	0.00714662552849855	0.211104928639092	1	Vertebrata	protein_coding
ENSBTAG00000002854	ENSBTAG00000032680	TMEM63A	TMEM63B	1.52922919927309e-06	2.78725755602558e-08	2	Vertebrata	protein_coding
ENSBTAG00000015764	ENSBTAG00000009994	EML2	EML5	0.000253831850036221	1.54323227971833e-24	2	Vertebrata	protein_coding
ENSBTAG00000009115	ENSBTAG00000024539	SPSB4	SPSB1	3.07693123484879e-10	1.98620774764055e-22	3	Vertebrata	protein_coding
ENSBTAG00000013952	ENSBTAG00000013627	HNRNPD	HNRNPAB	8.9413663380848e-08	1.16543369359272e-22	3	Vertebrata	protein_coding
ENSBTAG00000025908	ENSBTAG00000002001	ENSBTAG00000025908	ENSBTAG00000002001	0.0370841393636797	0.0501901307143132	2	Vertebrata	protein_coding
ENSBTAG00000011400	ENSBTAG00000017547	DBN1	DBNL	1.33876962041459e-05	4.74707584971588e-12	3	Vertebrata	protein_coding
ENSBTAG00000021933	ENSBTAG00000020319	ALOX12	ALOX5	0.0023207787737517	2.86355811281113e-05	2	Vertebrata	protein_coding
ENSBTAG00000007414	ENSBTAG00000004054	PAPOLG	PAPOLA	3.91686666563698e-19	6.08434086506638e-39	5	Vertebrata	protein_coding
ENSBTAG00000011575	ENSBTAG00000040361	RFNG	LFNG	1.12653161269121e-09	2.7304277816963e-31	4	Vertebrata	protein_coding
ENSBTAG00000012792	ENSBTAG00000014766	SRSF9	SRSF1	2.40666106385116e-06	1.13678658850283e-18	4	Vertebrata	protein_coding
ENSBTAG00000018577	ENSBTAG00000040392	SLC7A1	ENSBTAG00000040392	1.43468589760718e-05	2.16516214911741e-37	3	Vertebrata	protein_coding
ENSBTAG00000019230	ENSBTAG00000014972	PTGER3	PTGER4	4.09002943532911e-05	2.59068432727378e-18	1	Vertebrata	protein_coding
ENSBTAG00000014096	ENSBTAG00000003759	PCNXL4	PCNXL3	0.0046171043691494	2.0137629306363e-17	2	Vertebrata	protein_coding
ENSBTAG00000004004	ENSBTAG00000001441	CSDC2	CARHSP1	1.2343274809868e-05	2.00485289718366e-25	3	Vertebrata	protein_coding
ENSBTAG00000017764	ENSBTAG00000003808	HDAC4	HDAC9	0.000114002851361002	2.33801889374509e-24	4	Vertebrata	protein_coding
ENSBTAG00000008814	ENSBTAG00000005965	ADGRA2	ADGRA1	7.94490737841414e-08	5.33470964376894e-29	2	Vertebrata	protein_coding
ENSBTAG00000009151	ENSBTAG00000004331	PYGO1	PYGO2	0.00221120707203906	4.90177017597597e-21	2	Vertebrata	protein_coding
ENSBTAG00000001513	ENSBTAG00000003561	PDIK1L	STK35	2.03899112363081e-11	2.31816218535862e-18	3	Vertebrata	protein_coding
ENSBTAG00000013523	ENSBTAG00000019342	OSBPL7	OSBPL3	3.43840729968281e-06	2.79667760886595e-41	2	Vertebrata	protein_coding
ENSBTAG00000000460	ENSBTAG00000004955	SYTL2	SYTL5	0.0039284964298356	1.4035980312574e-07	1	Vertebrata	protein_coding
ENSBTAG00000014421	ENSBTAG00000013801	PBX2	PBX1	1.08334374060461e-05	0.000316599074134986	4	Vertebrata	protein_coding
ENSBTAG00000007657	ENSBTAG00000007705	SCARA3	COLEC12	0.00492887033705825	1.05411407753531e-13	1	Vertebrata	protein_coding
ENSBTAG00000018811	ENSBTAG00000012166	TMC2	TMC3	0.0177795596703699	7.79137556443115e-10	2	Vertebrata	protein_coding
ENSBTAG00000004913	ENSBTAG00000011147	ENSBTAG00000004913	RNF13	6.24962059629282e-05	1.07700021157505e-17	4	Vertebrata	protein_coding
ENSBTAG00000013706	ENSBTAG00000006188	MEGF9	USH2A	0.0248735149971008	0.00380803590598742	2	Vertebrata	protein_coding
ENSBTAG00000017639	ENSBTAG00000021741	RPS6KA3	RPS6KA2	0.0219663936329424	1.61778777546439e-07	3	Vertebrata	protein_coding
ENSBTAG00000010896	ENSBTAG00000001221	NKX3-2	NKX3-1	1.22099538394692e-09	3.10435242239397e-05	3	Vertebrata	protein_coding
ENSBTAG00000019805	ENSBTAG00000003436	RHBDF1	RHBDF2	2.42176322911029e-11	1.3651865877104e-27	3	Vertebrata	protein_coding
ENSBTAG00000019574	ENSBTAG00000020783	MAPK12	MAPK14	2.40296920664305e-08	6.62906940047107e-31	2	Vertebrata	protein_coding
ENSBTAG00000001845	ENSBTAG00000022147	EPS8L3	EPS8L2	3.31771079429642e-05	2.91263327337674e-07	3	Vertebrata	protein_coding
ENSBTAG00000006270	ENSBTAG00000047699	HSP90AA1	ENSBTAG00000047699	1.47459962310633e-08	1.01695246666489e-11	5	Vertebrata	protein_coding
ENSBTAG00000015235	ENSBTAG00000002319	HMCN1	HMCN2	0.00354372954541692	2.01862842178697e-13	2	Vertebrata	protein_coding
ENSBTAG00000012808	ENSBTAG00000004840	MASP2	C1S	3.05422992772458e-07	4.77036002562565e-11	3	Vertebrata	protein_coding
ENSBTAG00000007296	ENSBTAG00000002108	ENSBTAG00000007296	YWHAQ	0.00368727435581891	6.29568485961293e-12	4	Vertebrata	protein_coding
ENSBTAG00000007849	ENSBTAG00000003818	ENSBTAG00000007849	PGC	5.02343686313845e-05	0.000787985391420113	3	Vertebrata	protein_coding
ENSBTAG00000019290	ENSBTAG00000016124	PACSIN2	PACSIN1	0.000835189415778692	7.05242381137586e-26	4	Vertebrata	protein_coding
ENSBTAG00000013857	ENSBTAG00000003245	SH2D3A	BCAR3	0.00017306754866135	5.26858496990011e-21	3	Vertebrata	protein_coding
ENSBTAG00000018049	ENSBTAG00000019933	MKNK2	MKNK1	2.03869520261445e-17	3.11910825193095e-18	4	Vertebrata	protein_coding
ENSBTAG00000003015	ENSBTAG00000002363	SESN1	SESN2	1.7602973515993e-10	1.07459095259908e-31	5	Vertebrata	protein_coding
ENSBTAG00000039686	ENSBTAG00000011110	ACOT11	ACOT12	2.85081332286718e-05	1.12186935180639e-12	1	Vertebrata	protein_coding
ENSBTAG00000006214	ENSBTAG00000009086	LOXL2	LOXL1	0.00255552525340155	1.203080307255e-05	2	Vertebrata	protein_coding
ENSBTAG00000002518	ENSBTAG00000018495	NKX6-1	NKX6-3	7.63097364886124e-05	4.88834189785264e-13	1	Vertebrata	protein_coding
ENSBTAG00000024633	ENSBTAG00000004901	PIK3C2B	PIK3C2A	3.65743340766821e-05	3.83214341138215e-21	4	Vertebrata	protein_coding
ENSBTAG00000000782	ENSBTAG00000001462	KDR	FLT4	2.07096769992916e-18	7.56082235840083e-31	2	Vertebrata	protein_coding
ENSBTAG00000018040	ENSBTAG00000003067	PSMB10	PSMB7	0.00310945167633631	0.0985654056577293	4	Vertebrata	protein_coding
ENSBTAG00000014319	ENSBTAG00000013362	DNM3	DNM2	2.57097815947112e-07	1.12306309522e-17	4	Vertebrata	protein_coding
ENSBTAG00000015340	ENSBTAG00000006745	ANGPTL7	FGG	0.0322461542017264	0.00186250749498909	1	Vertebrata	protein_coding
ENSBTAG00000000502	ENSBTAG00000031614	DAZL	BOLL	0.0066515594322988	6.14144971118879e-19	4	Vertebrata	protein_coding
ENSBTAG00000012724	ENSBTAG00000026097	AJUBA	LIMD1	0.0159104896489278	0.0378503039392465	2	Vertebrata	protein_coding
ENSBTAG00000004344	ENSBTAG00000006707	ACSL1	ACSL5	1.00703917254456e-07	1.59208486023218e-18	4	Vertebrata	protein_coding
ENSBTAG00000003432	ENSBTAG00000011336	ZAN	OTOGL	0.0228172549326757	0.000137322605017885	1	Vertebrata	protein_coding
ENSBTAG00000047084	ENSBTAG00000002700	ENSBTAG00000047084	ENSBTAG00000002700	0.0499731711360481	0.189248281425208	3	Vertebrata	protein_coding
ENSBTAG00000002996	ENSBTAG00000000211	SHROOM4	ENSBTAG00000000211	3.58547463140718e-07	2.35928899727702e-23	1	Vertebrata	protein_coding
ENSBTAG00000005788	ENSBTAG00000006560	VANGL1	VANGL2	0.00483069145689272	0.000459795510759141	3	Vertebrata	protein_coding
ENSBTAG00000046870	ENSBTAG00000003818	ENSBTAG00000046870	PGC	4.0227515985222e-05	0.000351439169128506	2	Vertebrata	protein_coding
ENSBTAG00000021308	ENSBTAG00000012019	IRS1	IRS2	5.59117695988232e-05	9.78162594126241e-20	3	Vertebrata	protein_coding
ENSBTAG00000046497	ENSBTAG00000034841	ENSBTAG00000046497	ENSBTAG00000034841	0.000185370463588588	0.00689562610206747	3	Vertebrata	protein_coding
ENSBTAG00000026097	ENSBTAG00000007841	LIMD1	WTIP	5.40378413919434e-05	5.58177322587035e-10	2	Vertebrata	protein_coding
ENSBTAG00000025009	ENSBTAG00000003278	HOXB9	HOXC10	0.00427920285634477	1.40417386967539e-28	1	Vertebrata	protein_coding
ENSBTAG00000019376	ENSBTAG00000020681	FNDC3B	FNDC3A	4.41038376188411e-08	1.25750483947706e-18	4	Vertebrata	protein_coding
ENSBTAG00000002651	ENSBTAG00000048098	PKP2	PKP3	0.00148512419089471	6.91682462975672e-32	2	Vertebrata	protein_coding
ENSBTAG00000047084	ENSBTAG00000004418	ENSBTAG00000047084	PLA2G2E	0.0105187410095227	0.0741521524980375	3	Vertebrata	protein_coding
ENSBTAG00000005990	ENSBTAG00000009654	S1PR1	LPAR1	0.00455922443138984	8.0657579114508e-13	3	Vertebrata	protein_coding
ENSBTAG00000006159	ENSBTAG00000016170	KCNJ3	KCNJ11	0.00116949885579171	0.057080062639897	2	Vertebrata	protein_coding
ENSBTAG00000000914	ENSBTAG00000008910	OPRK1	SSTR3	0.00177139231740493	0.00557111106495387	2	Vertebrata	protein_coding
ENSBTAG00000001774	ENSBTAG00000008250	SPRY2	SPRY4	1.57876031516281e-07	4.17614452852292e-12	2	Vertebrata	protein_coding
ENSBTAG00000027317	ENSBTAG00000020160	RNF114	RNF138	0.00256161184598179	6.05074863103322e-20	1	Vertebrata	protein_coding
ENSBTAG00000010068	ENSBTAG00000009504	REEP2	REEP4	0.0455957861914138	3.43684896754199e-05	3	Vertebrata	protein_coding
ENSBTAG00000046662	ENSBTAG00000021901	TRPM5	TRPM2	2.07488162228756e-06	0.0249269184446576	4	Vertebrata	protein_coding
ENSBTAG00000000057	ENSBTAG00000004630	THBS3	COMP	3.1682677084014e-07	1.11250550614793e-12	5	Vertebrata	protein_coding
ENSBTAG00000001176	ENSBTAG00000009111	LRRN1	LRRN2	0.0136686072486664	3.07519870489861e-22	1	Vertebrata	protein_coding
ENSBTAG00000004766	ENSBTAG00000004411	ENSBTAG00000004766	CRISPLD1	5.37735224128099e-09	2.49930281296252e-20	1	Vertebrata	protein_coding
ENSBTAG00000020299	ENSBTAG00000000751	ENSBTAG00000020299	RRH	0.020411875955662	4.72671392051765e-05	1	Vertebrata	protein_coding
ENSBTAG00000013938	ENSBTAG00000018205	PHC3	PHC1	1.82478028988043e-09	9.96136413744588e-13	3	Vertebrata	protein_coding
ENSBTAG00000008866	ENSBTAG00000016956	GANC	GANAB	5.7075538975031e-07	2.97767374281435e-10	5	Vertebrata	protein_coding
ENSBTAG00000011002	ENSBTAG00000002846	CCDC136	TRAF3IP3	0.000392966432434546	9.90141448157744e-18	2	Vertebrata	protein_coding
ENSBTAG00000020161	ENSBTAG00000030322	KLHL22	KLHDC7A	0.0233196560137039	0.000150800062932171	1	Vertebrata	protein_coding
ENSBTAG00000039157	ENSBTAG00000045633	GPR182	AGTR1	0.00114597805652045	1.035218160838e-06	2	Vertebrata	protein_coding
ENSBTAG00000000147	ENSBTAG00000002042	RIC8B	RIC8A	4.3608431337961e-07	9.88140201755399e-23	4	Vertebrata	protein_coding
ENSBTAG00000005353	ENSBTAG00000039530	DES	NEFM	0.000165915263921228	0.00596894074844289	2	Vertebrata	protein_coding
ENSBTAG00000022160	ENSBTAG00000020908	NAP1L4	ENSBTAG00000020908	1.85949007781053e-08	5.30881088706013e-22	4	Vertebrata	protein_coding
ENSBTAG00000047110	ENSBTAG00000006350	ENSBTAG00000047110	SLC22A7	0.0274174695552976	0.00261706235937249	1	Vertebrata	protein_coding
ENSBTAG00000017489	ENSBTAG00000032424	TSHR	FSHR	8.56909167365157e-31	1.20410459668655e-43	5	Vertebrata	protein_coding
ENSBTAG00000015278	ENSBTAG00000045582	ARPC5L	ARPC5	3.36713372661843e-19	1.36009820475121e-34	4	Vertebrata	protein_coding
ENSBTAG00000003467	ENSBTAG00000014225	SLC5A11	SLC5A9	0.000250070540631594	7.65137296834604e-08	2	Vertebrata	protein_coding
ENSBTAG00000014225	ENSBTAG00000023007	SLC5A9	ENSBTAG00000023007	1.08874027336114e-06	1.60671169833772e-05	4	Vertebrata	protein_coding
ENSBTAG00000017855	ENSBTAG00000003109	ITM2C	ITM2B	5.12880981371083e-05	4.26841875436374e-18	3	Vertebrata	protein_coding
ENSBTAG00000009482	ENSBTAG00000012449	AFF4	AFF3	2.50260184149135e-08	1.13361410166943e-12	3	Vertebrata	protein_coding
ENSBTAG00000003160	ENSBTAG00000002959	LRCH4	LRCH1	0.000373057999910798	7.29165901259171e-05	5	Vertebrata	protein_coding
ENSBTAG00000033248	ENSBTAG00000040584	CDH3	DSC2	0.000360887215275908	7.34041135051224e-18	1	Vertebrata	protein_coding
ENSBTAG00000011461	ENSBTAG00000007642	ADORA1	ADORA3	0.0436912246957117	3.78415316318485e-11	2	Vertebrata	protein_coding
ENSBTAG00000033076	ENSBTAG00000006139	TRPM6	TRPM4	0.00924074300108869	0.00377115604749299	2	Vertebrata	protein_coding
ENSBTAG00000018577	ENSBTAG00000015139	SLC7A1	ENSBTAG00000015139	1.44234367170573e-05	2.16516214911741e-37	3	Vertebrata	protein_coding
ENSBTAG00000006939	ENSBTAG00000005453	FGD3	FGD4	1.65202214217642e-05	1.53562364946704e-20	2	Vertebrata	protein_coding
ENSBTAG00000018465	ENSBTAG00000008125	KCNAB1	KCNAB2	1.41764625734804e-09	5.48326549484392e-26	4	Vertebrata	protein_coding
ENSBTAG00000004518	ENSBTAG00000019791	GRHL2	GRHL3	3.15438264722554e-09	5.8554801207723e-17	4	Vertebrata	protein_coding
ENSBTAG00000014749	ENSBTAG00000046271	ZIC4	ZIC5	3.35197654614659e-23	4.14436305054735e-25	5	Vertebrata	protein_coding
ENSBTAG00000013534	ENSBTAG00000013147	GFAP	NEFH	0.0217469267813598	0.0391405760109775	2	Vertebrata	protein_coding
ENSBTAG00000008554	ENSBTAG00000011204	NINJ2	NINJ1	0.0439594814991926	7.27145438589363e-35	1	Vertebrata	protein_coding
ENSBTAG00000009443	ENSBTAG00000006243	GCNT3	GCNT7	2.38661411348684e-06	6.91471120259513e-06	1	Vertebrata	protein_coding
ENSBTAG00000027080	ENSBTAG00000013861	SLC8A3	SLC8A1	8.05650395488048e-22	1.29324579847882e-27	5	Vertebrata	protein_coding
ENSBTAG00000017439	ENSBTAG00000017081	MIEF1	MIEF2	0.000276694633630852	4.29770241826207e-16	1	Vertebrata	protein_coding
