	Ensembl Gene ID	affectedTissues	expressedTissues	Chromosome Name	Gene Start (bp)	Gene End (bp)	Strand	propOfExpressedAffectedByeQTL	CNV
2081	ENSG00000152034	5.0	9	6	100367786	100442123	-1	0.5555555555555556	N
2082	ENSG00000205542	35.0	48	X	12993227	12995346	1	0.7291666666666666	N
2083	ENSG00000160439	48.0	48	19	55550476	55582659	-1	1.0	Y
2084	ENSG00000183785	35.0	48	22	18593097	18629321	1	0.7291666666666666	Y
2085	ENSG00000135436	45.0	47	12	49976668	49999422	-1	0.9574468085106383	N
2086	ENSG00000105662	13.0	48	19	18794487	18893004	1	0.2708333333333333	Y
2087	ENSG00000124786	48.0	48	6	8413301	8435794	-1	1.0	Y
2088	ENSG00000164620	48.0	48	5	141016517	141020644	1	1.0	N
2089	ENSG00000075239	48.0	48	11	107992243	108018503	1	1.0	N
2090	ENSG00000005801	48.0	48	11	3360491	3400448	-1	1.0	Y
2091	ENSG00000183733	11.0	11	2	71004442	71017775	-1	1.0	N
2092	ENSG00000147526	24.0	48	8	38585704	38710546	1	0.5	N
2093	ENSG00000166450	44.0	44	15	55903744	56035288	-1	1.0	N
2094	ENSG00000142949	39.0	48	1	43990858	44089343	1	0.8125	Y
2095	ENSG00000272047	48.0	48	6	158589384	158620376	1	1.0	N
2096	ENSG00000085231	48.0	48	5	68646811	68665840	-1	1.0	N
2097	ENSG00000106266	35.0	48	7	2291405	2393953	-1	0.7291666666666666	Y
2098	ENSG00000188177	48.0	48	2	113033171	113097640	1	1.0	Y
2099	ENSG00000112246	1.0	10	6	100832891	100912805	-1	0.1	Y
2100	ENSG00000101997	13.0	48	X	49091927	49106987	1	0.2708333333333333	N
2101	ENSG00000148926	12.0	48	11	10326227	10328944	1	0.25	N
2102	ENSG00000152672	43.0	43	2	71035775	71047732	-1	1.0	N
2103	ENSG00000156510	43.0	45	10	70980059	71027315	1	0.9555555555555556	Y
2104	ENSG00000181790	28.0	48	8	143530791	143626370	1	0.5833333333333334	Y
2105	ENSG00000196091	11.0	48	12	101962131	102079796	1	0.22916666666666666	N
2106	ENSG00000204052	44.0	48	6	43474707	43478424	-1	0.9166666666666666	N
2107	ENSG00000166866	19.0	46	12	57422301	57444982	-1	0.41304347826086957	N
2108	ENSG00000110047	32.0	48	11	64619114	64655768	-1	0.6666666666666666	Y
2109	ENSG00000123700	12.0	47	17	68164814	68176189	1	0.2553191489361702	N
2110	ENSG00000112116	1.0	2	6	52101479	52109335	-1	0.5	N
2111	ENSG00000184979	31.0	48	22	18632666	18660164	1	0.6458333333333334	Y
2112	ENSG00000133302	45.0	48	5	93954052	94075141	1	0.9375	N
2113	ENSG00000139514	19.0	48	13	30083547	30169825	-1	0.3958333333333333	Y
2114	ENSG00000127578	48.0	48	16	679239	684116	1	1.0	Y
2115	ENSG00000089220	48.0	48	12	118573663	118583389	1	1.0	N
2116	ENSG00000133597	48.0	48	7	140372953	140396061	1	1.0	N
2117	ENSG00000149043	13.0	28	11	1848709	1858751	1	0.4642857142857143	N
2118	ENSG00000225921	46.0	48	6	13615559	13632971	1	0.9583333333333334	N
2119	ENSG00000179862	24.0	48	1	41326729	41328018	-1	0.5	N
2120	ENSG00000174996	35.0	48	11	66024765	66035331	1	0.7291666666666666	N
2121	ENSG00000130338	42.0	48	6	158733692	158932860	1	0.875	Y
2122	ENSG00000174579	47.0	48	3	135867764	135916083	-1	0.9791666666666666	N
2123	ENSG00000182747	1.0	24	6	137243402	137246777	1	0.041666666666666664	N
2124	ENSG00000074755	46.0	48	17	3907739	4046314	-1	0.9583333333333334	Y
2125	ENSG00000075043	21.0	29	20	62037542	62103993	-1	0.7241379310344828	Y
2126	ENSG00000114573	20.0	48	3	113465866	113530903	1	0.4166666666666667	N
2127	ENSG00000146476	45.0	48	6	151773422	151791236	1	0.9375	N
2128	ENSG00000134046	16.0	48	18	51679079	51751158	-1	0.3333333333333333	N
2129	ENSG00000187268	6.0	8	X	13053737	13062801	-1	0.75	N
2130	ENSG00000186625	10.0	48	6	149916009	149970108	-1	0.20833333333333334	N
2131	ENSG00000215906	1.0	2	1	23279536	23291831	-1	0.5	N
2132	ENSG00000149781	31.0	48	11	63974150	63991354	1	0.6458333333333334	N
2133	ENSG00000130731	48.0	48	16	684429	686358	-1	1.0	Y
2134	ENSG00000108798	21.0	48	17	47287589	47300587	1	0.4375	N
2135	ENSG00000115211	2.0	48	2	27587219	27593353	-1	0.041666666666666664	N
2136	ENSG00000082196	40.0	48	5	34019553	34043937	-1	0.8333333333333334	N
2137	ENSG00000016402	36.0	45	6	137321108	137366298	-1	0.8	N
2138	ENSG00000168234	29.0	48	18	21572737	21715574	1	0.6041666666666666	Y
2139	ENSG00000079691	48.0	48	6	25279306	25620758	1	1.0	Y
2140	ENSG00000173926	24.0	48	5	126203406	126366500	-1	0.5	N
2141	ENSG00000115942	11.0	48	2	201773696	201828403	-1	0.22916666666666666	N
2142	ENSG00000144120	48.0	48	2	120436743	120444083	1	1.0	N
2143	ENSG00000091181	3.0	30	3	3111233	3168297	-1	0.1	Y
2144	ENSG00000162980	28.0	48	2	152645498	152685006	-1	0.5833333333333334	N
2145	ENSG00000186660	42.0	48	11	58346584	58388515	1	0.875	N
2146	ENSG00000182606	34.0	48	3	42055294	42267381	1	0.7083333333333334	N
2147	ENSG00000171793	48.0	48	1	41445007	41478235	1	1.0	N
2148	ENSG00000170619	48.0	48	8	146066427	146079121	-1	1.0	N
2149	ENSG00000001617	37.0	48	3	50192478	50226508	1	0.7708333333333334	N
2150	ENSG00000213648	2.0	48	16	29467127	29476300	1	0.041666666666666664	Y
2151	ENSG00000121871	6.0	37	3	164904508	164914897	-1	0.16216216216216217	N
2152	ENSG00000164442	7.0	48	6	139693393	139695757	-1	0.14583333333333334	N
2153	ENSG00000112249	48.0	48	6	100956070	101329248	-1	1.0	Y
2154	ENSG00000112977	48.0	48	5	10679342	10761384	-1	1.0	Y
2155	ENSG00000117362	9.0	48	1	150237804	150241980	-1	0.1875	N
2156	ENSG00000171873	41.0	47	20	4201329	4229721	-1	0.8723404255319149	Y
2157	ENSG00000004487	48.0	48	1	23345941	23410182	1	1.0	N
2158	ENSG00000111540	3.0	48	12	56367697	56388490	1	0.0625	N
2159	ENSG00000112118	23.0	48	6	52128807	52149679	-1	0.4791666666666667	N
2160	ENSG00000079277	47.0	48	1	47023090	47082515	-1	0.9791666666666666	N
2161	ENSG00000161103	3.0	11	22	18834324	18848562	1	0.2727272727272727	Y
2162	ENSG00000108179	27.0	48	10	81107225	81115093	1	0.5625	N
2163	ENSG00000106263	48.0	48	7	2393721	2420380	1	1.0	Y
2164	ENSG00000112763	48.0	48	6	26458150	26476849	1	1.0	N
2165	ENSG00000115282	48.0	48	2	74710200	74722013	1	1.0	N
2166	ENSG00000146857	4.0	10	7	134916731	134943244	1	0.4	Y
2167	ENSG00000072041	10.0	38	12	85253492	85307394	-1	0.2631578947368421	Y
2168	ENSG00000107779	48.0	48	10	88516407	88692595	1	1.0	Y
2169	ENSG00000171453	32.0	48	6	43477440	43497323	1	0.6666666666666666	N
2170	ENSG00000122042	16.0	48	13	30338508	30424821	-1	0.3333333333333333	N
2171	ENSG00000114200	44.0	47	3	165490692	165555260	-1	0.9361702127659575	N
2172	ENSG00000183628	48.0	48	22	18893541	18901751	1	1.0	Y
2173	ENSG00000105664	12.0	48	19	18893583	18902123	-1	0.25	N
2174	ENSG00000242689	48.0	48	11	58390146	58393198	1	1.0	N
2175	ENSG00000116031	31.0	34	2	71057347	71062952	-1	0.9117647058823529	N
2176	ENSG00000134986	13.0	48	5	110998318	111333161	-1	0.2708333333333333	N
2177	ENSG00000164743	13.0	46	8	13424352	13425796	1	0.2826086956521739	N
2178	ENSG00000135577	17.0	19	6	142379467	142409936	-1	0.8947368421052632	Y
2179	ENSG00000178814	29.0	48	8	145106167	145118735	-1	0.6041666666666666	N
2180	ENSG00000188396	46.0	47	1	45271585	45272957	-1	0.9787234042553191	N
2181	ENSG00000185379	7.0	48	17	33426811	33448541	-1	0.14583333333333334	N
2182	ENSG00000074696	24.0	48	15	65822756	65870687	1	0.5	N
2183	ENSG00000137409	48.0	48	6	36935917	36954074	-1	1.0	Y
2184	ENSG00000149124	4.0	11	11	58407899	58499447	-1	0.36363636363636365	Y
2185	ENSG00000111432	30.0	44	12	130647004	130650285	1	0.6818181818181818	N
2186	ENSG00000133805	48.0	48	11	10329860	10529126	1	1.0	Y
2187	ENSG00000185053	5.0	24	8	13947373	15095848	-1	0.20833333333333334	Y
2188	ENSG00000166887	18.0	48	15	42450899	42500514	-1	0.375	N
2189	ENSG00000172366	22.0	48	16	691813	698474	1	0.4583333333333333	N
2190	ENSG00000222009	48.0	48	1	45274154	45281257	1	1.0	N
2191	ENSG00000174903	5.0	48	11	66036004	66044963	1	0.10416666666666667	N
2192	ENSG00000062485	6.0	48	12	56665483	56694176	-1	0.125	N
2193	ENSG00000260001	3.0	48	19	7981030	7983982	1	0.0625	N
2194	ENSG00000173163	5.0	48	2	62115859	62374382	1	0.10416666666666667	Y
2195	ENSG00000198759	21.0	39	X	13587724	13651694	1	0.5384615384615384	N
2196	ENSG00000203805	21.0	41	10	122216466	122349367	1	0.5121951219512195	Y
2197	ENSG00000185332	21.0	23	17	79285074	79304474	-1	0.9130434782608695	Y
2198	ENSG00000007350	13.0	44	X	153524024	153558700	1	0.29545454545454547	N
2199	ENSG00000115594	36.0	48	2	102681004	102796334	1	0.75	N
2200	ENSG00000263053	22.0	47	17	79369275	79375658	1	0.46808510638297873	Y
2201	ENSG00000104976	40.0	48	19	7985201	7988135	1	0.8333333333333334	N
2202	ENSG00000189292	16.0	48	2	279558	288851	-1	0.3333333333333333	N
2203	ENSG00000154040	34.0	48	18	21718942	21741567	1	0.7083333333333334	N
2204	ENSG00000125207	8.0	8	12	130822432	130857182	1	1.0	N
2205	ENSG00000040731	8.0	32	5	24487209	24645087	-1	0.25	Y
2206	ENSG00000103852	48.0	48	15	99676528	99791428	-1	1.0	N
2207	ENSG00000146433	28.0	48	6	158957468	159056460	1	0.5833333333333334	Y
2208	ENSG00000156689	41.0	41	11	58601542	58671688	-1	1.0	Y
2209	ENSG00000120262	47.0	47	6	151815165	151942328	1	1.0	Y
2210	ENSG00000171282	42.0	48	17	79373540	79433357	1	0.875	Y
2211	ENSG00000196150	41.0	48	8	146076632	146127553	-1	0.8541666666666666	N
2212	ENSG00000102781	48.0	48	13	30776767	30881621	-1	1.0	N
2213	ENSG00000161791	7.0	48	12	50031724	50101948	-1	0.14583333333333334	Y
2214	ENSG00000077348	47.0	48	19	41892279	41903384	-1	0.9791666666666666	N
2215	ENSG00000080802	2.0	48	7	135046547	135194875	-1	0.041666666666666664	Y
2216	ENSG00000177234	15.0	27	10	122357721	122359629	1	0.5555555555555556	N
2217	ENSG00000174871	16.0	48	11	66045661	66052772	1	0.3333333333333333	N
2218	ENSG00000108829	16.0	48	17	48452420	48474914	-1	0.3333333333333333	N
2219	ENSG00000069869	42.0	48	15	56119120	56285944	-1	0.875	N
2220	ENSG00000197948	48.0	48	5	141018869	141030986	-1	1.0	N
2221	ENSG00000175093	3.0	45	3	140770244	140867453	1	0.06666666666666667	N
2222	ENSG00000196284	48.0	48	6	44777054	45345690	-1	1.0	Y
2223	ENSG00000088179	27.0	48	2	120517207	120741394	1	0.5625	N
2224	ENSG00000110046	34.0	48	11	64662007	64684722	-1	0.7083333333333334	N
2225	ENSG00000171867	47.0	48	20	4666882	4682236	1	0.9791666666666666	N
2226	ENSG00000149308	47.0	48	11	108027942	108093369	-1	0.9791666666666666	N
2227	ENSG00000160392	48.0	48	19	40825443	40854434	-1	1.0	N
2228	ENSG00000135521	12.0	48	6	144164481	144184949	1	0.25	N
2229	ENSG00000104723	36.0	48	8	15274724	15624158	1	0.75	Y
2230	ENSG00000169064	13.0	16	3	166958075	167099134	-1	0.8125	N
2231	ENSG00000184144	42.0	43	1	205012325	205047627	1	0.9767441860465116	N
2232	ENSG00000009844	46.0	48	6	142468367	142545826	1	0.9583333333333334	N
2233	ENSG00000120008	48.0	48	10	122610687	122669036	1	1.0	N
2234	ENSG00000267893	11.0	21	17	70036164	70036872	1	0.5238095238095238	N
2235	ENSG00000072756	48.0	48	3	3168600	3192563	1	1.0	Y
2236	ENSG00000128487	38.0	48	17	19912657	20222339	1	0.7916666666666666	N
2237	ENSG00000132591	14.0	48	17	27181956	27188085	1	0.2916666666666667	N
2238	ENSG00000117425	8.0	48	1	45285516	45308735	-1	0.16666666666666666	N
2239	ENSG00000169203	48.0	48	16	29495010	29517320	-1	1.0	Y
2240	ENSG00000154945	48.0	48	17	48770551	48785285	-1	1.0	Y
2241	ENSG00000171864	4.0	27	20	4702556	4709106	1	0.14814814814814814	N
2242	ENSG00000125398	9.0	48	17	70117161	70122561	1	0.1875	N
2243	ENSG00000131037	45.0	48	19	55583388	55599291	1	0.9375	Y
2244	ENSG00000169129	27.0	48	10	116054583	116164515	-1	0.5625	N
2245	ENSG00000146425	45.0	48	6	159057506	159065771	-1	0.9375	N
2246	ENSG00000151790	29.0	37	4	156775890	156841558	1	0.7837837837837838	N
2247	ENSG00000130598	12.0	48	11	1860219	1862910	1	0.25	N
2248	ENSG00000106991	27.0	48	9	130577291	130617035	-1	0.5625	N
2249	ENSG00000174851	48.0	48	11	66052051	66056641	-1	1.0	N
2250	ENSG00000182481	42.0	48	17	66031635	66042958	1	0.875	Y
2251	ENSG00000176896	48.0	48	X	13671225	13700083	1	1.0	N
2252	ENSG00000178531	34.0	48	19	7989372	7991051	-1	0.7083333333333334	N
2253	ENSG00000176769	20.0	35	10	132890654	133109984	-1	0.5714285714285714	Y
2254	ENSG00000101265	9.0	48	20	4760669	4804291	-1	0.1875	N
2255	ENSG00000188279	6.0	6	10	49199649	49207818	-1	1.0	Y
2256	ENSG00000205981	41.0	48	3	180701497	180707562	-1	0.8541666666666666	N
2257	ENSG00000168685	27.0	48	5	35852797	35879705	1	0.5625	N
2258	ENSG00000149743	48.0	48	11	63991271	63993726	-1	1.0	N
2259	ENSG00000135090	46.0	48	12	118587606	118810750	-1	0.9583333333333334	N
2260	ENSG00000185774	3.0	48	4	20730239	21950422	-1	0.0625	Y
2261	ENSG00000109475	47.0	48	4	109541722	109551568	1	0.9791666666666666	N
2262	ENSG00000161996	48.0	48	16	699311	717833	1	1.0	Y
2263	ENSG00000123595	10.0	48	X	13707244	13728625	1	0.20833333333333334	N
2264	ENSG00000131023	48.0	48	6	149979289	150039392	-1	1.0	Y
2265	ENSG00000133195	48.0	48	17	70642088	71088851	-1	1.0	Y
2266	ENSG00000095787	48.0	48	10	28821422	28912041	1	1.0	Y
2267	ENSG00000196104	19.0	37	4	167654535	168155947	-1	0.5135135135135135	Y
2268	ENSG00000101210	17.0	48	20	62119366	62130505	-1	0.3541666666666667	N
2269	ENSG00000188038	44.0	48	16	67918708	67922758	1	0.9166666666666666	N
2270	ENSG00000104980	48.0	48	19	7991603	8008805	-1	1.0	N
2271	ENSG00000205726	28.0	48	21	35014706	35272165	1	0.5833333333333334	Y
2272	ENSG00000171790	48.0	48	1	41481269	41488909	-1	1.0	N
2273	ENSG00000144583	6.0	29	2	217122588	217236750	-1	0.20689655172413793	Y
2274	ENSG00000256043	48.0	48	4	156845270	156875069	-1	1.0	N
2275	ENSG00000141141	48.0	48	17	35969787	36003493	-1	1.0	N
2276	ENSG00000163634	43.0	48	3	63819546	63849579	-1	0.8958333333333334	N
2277	ENSG00000177191	32.0	48	19	41931264	41934635	-1	0.6666666666666666	N
2278	ENSG00000065413	48.0	48	2	197831741	198175897	-1	1.0	Y
2279	ENSG00000196459	48.0	48	X	13730363	13752754	-1	1.0	N
2280	ENSG00000164674	14.0	48	6	159071046	159185908	1	0.2916666666666667	Y
2281	ENSG00000189275	6.0	9	10	133604734	133622535	-1	0.6666666666666666	N
2282	ENSG00000225526	24.0	47	3	12556433	12602558	-1	0.5106382978723404	Y
2283	ENSG00000198576	39.0	48	8	143692405	143696833	-1	0.8125	N
2284	ENSG00000129493	39.0	48	14	31760994	31889788	-1	0.8125	Y
2285	ENSG00000179938	2.0	3	15	30375158	30385702	1	0.6666666666666666	N
2286	ENSG00000159792	4.0	48	16	67927175	67963581	1	0.08333333333333333	Y
2287	ENSG00000108848	5.0	48	17	48796905	48833574	1	0.10416666666666667	N
2288	ENSG00000175470	43.0	48	10	133747955	133773331	1	0.8958333333333334	Y
2289	ENSG00000198856	1.0	48	4	109571740	109588976	1	0.020833333333333332	N
2290	ENSG00000142961	36.0	48	1	47073387	47082563	-1	0.75	N
2291	ENSG00000124813	21.0	48	6	45295894	45632086	1	0.4375	N
2292	ENSG00000174529	48.0	48	1	205052258	205053645	-1	1.0	N
2293	ENSG00000109670	11.0	48	4	153242410	153457253	-1	0.22916666666666666	N
2294	ENSG00000145431	47.0	47	4	157681606	157892546	-1	1.0	Y
2295	ENSG00000075975	48.0	48	3	12598513	12625212	1	1.0	Y
2296	ENSG00000179292	12.0	47	11	66059341	66064135	1	0.2553191489361702	N
2297	ENSG00000181027	48.0	48	19	47249303	47280245	1	1.0	N
2298	ENSG00000161513	48.0	48	17	72858619	72869156	-1	1.0	N
2299	ENSG00000151353	48.0	48	2	667335	677439	-1	1.0	Y
2300	ENSG00000138375	48.0	48	2	217277137	217347776	1	1.0	N
2301	ENSG00000113851	48.0	48	3	3190676	3221394	-1	1.0	N
2302	ENSG00000124557	6.0	23	6	26501449	26510650	1	0.2608695652173913	N
2303	ENSG00000105341	48.0	48	19	41937223	41946622	-1	1.0	N
2304	ENSG00000174807	15.0	48	11	66081958	66084515	-1	0.3125	N
2305	ENSG00000168904	47.0	48	15	99791567	99930934	1	0.9791666666666666	N
2306	ENSG00000117222	46.0	48	1	205055270	205091143	-1	0.9583333333333334	N
2307	ENSG00000147862	15.0	48	9	14081842	14398982	-1	0.3125	Y
2308	ENSG00000167311	46.0	46	11	3659733	3663546	-1	1.0	N
2309	ENSG00000005007	7.0	48	19	18942747	18979045	1	0.14583333333333334	N
2310	ENSG00000167653	48.0	48	8	143751726	143764142	1	1.0	Y
2311	ENSG00000008283	43.0	48	17	61509665	61523739	-1	0.8958333333333334	N
2312	ENSG00000164040	23.0	48	4	129190397	129209984	-1	0.4791666666666667	N
2313	ENSG00000105223	45.0	48	19	40854363	40886346	1	0.9375	Y
2314	ENSG00000204323	22.0	48	17	73629514	73637484	1	0.4583333333333333	N
2315	ENSG00000174791	31.0	48	11	66097713	66104311	-1	0.6458333333333334	N
2316	ENSG00000152942	48.0	48	5	68665120	68710628	1	1.0	N
2317	ENSG00000133687	48.0	48	12	29653773	29937692	-1	1.0	Y
2318	ENSG00000189403	48.0	48	13	31032884	31191734	-1	1.0	Y
2319	ENSG00000138614	42.0	48	15	65871091	65903627	-1	0.875	Y
2320	ENSG00000091831	9.0	48	6	151977826	152450754	1	0.1875	Y
2321	ENSG00000261247	38.0	38	15	30427352	30437770	1	1.0	N
2322	ENSG00000215009	7.0	8	12	7456880	7481320	1	0.875	N
2323	ENSG00000149311	45.0	48	11	108093211	108239829	1	0.9375	N
2324	ENSG00000123472	19.0	48	1	47098409	47139539	-1	0.3958333333333333	N
2325	ENSG00000160886	46.0	46	8	143781529	143786545	1	1.0	N
2326	ENSG00000187553	11.0	12	10	94821021	94828454	1	0.9166666666666666	N
2327	ENSG00000101751	48.0	48	18	51795774	51847636	1	1.0	N
2328	ENSG00000176994	14.0	48	17	18218624	18226517	1	0.2916666666666667	N
2329	ENSG00000100033	48.0	48	22	18900294	18924066	-1	1.0	Y
2330	ENSG00000010017	23.0	48	6	13621730	13711796	-1	0.4791666666666667	N
2331	ENSG00000132518	17.0	37	17	7905912	7923657	1	0.4594594594594595	N
2332	ENSG00000182952	48.0	48	6	26538633	26546482	1	1.0	N
2333	ENSG00000125534	48.0	48	20	62152077	62153559	1	1.0	Y
2334	ENSG00000129744	15.0	16	11	3666358	3685646	1	0.9375	Y
2335	ENSG00000010803	38.0	48	1	41492872	41707826	-1	0.7916666666666666	Y
2336	ENSG00000100209	48.0	48	22	29138019	29153503	1	1.0	N
2337	ENSG00000169862	17.0	46	5	10971952	11904155	-1	0.3695652173913043	Y
2338	ENSG00000046651	48.0	48	X	13752832	13787480	1	1.0	N
2339	ENSG00000255823	43.0	48	11	10529434	10530723	-1	0.8958333333333334	Y
2340	ENSG00000197471	8.0	47	16	29674300	29682187	1	0.1702127659574468	N
2341	ENSG00000110315	42.0	48	11	10533225	10562777	-1	0.875	N
2342	ENSG00000123405	15.0	48	12	54685895	54694905	-1	0.3125	N
2343	ENSG00000166664	44.0	44	15	30653443	30686052	-1	1.0	Y
2344	ENSG00000094841	48.0	48	X	74493920	74524435	1	1.0	N
2345	ENSG00000155893	37.0	48	3	140947568	141013748	1	0.7708333333333334	Y
2346	ENSG00000095596	9.0	33	10	94833232	94837647	1	0.2727272727272727	N
2347	ENSG00000123600	46.0	48	2	172173919	172291312	-1	0.9583333333333334	N
2348	ENSG00000103485	41.0	48	16	29674600	29710020	1	0.8541666666666666	N
2349	ENSG00000100744	44.0	48	14	96829814	96853625	1	0.9166666666666666	Y
2350	ENSG00000173960	44.0	48	2	24150155	24227779	1	0.9166666666666666	N
2351	ENSG00000166840	15.0	32	11	58672871	58811000	1	0.46875	Y
2352	ENSG00000177675	43.0	48	12	7499281	7632493	-1	0.8958333333333334	Y
2353	ENSG00000101213	45.0	48	20	62159778	62168723	-1	0.9375	N
2354	ENSG00000225119	48.0	48	10	38717074	38736820	1	1.0	Y
2355	ENSG00000164089	13.0	44	4	109663196	109684210	-1	0.29545454545454547	Y
2356	ENSG00000131748	48.0	48	17	37793318	37819737	1	1.0	N
2357	ENSG00000132155	34.0	48	3	12625100	12705725	-1	0.7083333333333334	Y
2358	ENSG00000267979	6.0	8	3	172019438	172019686	-1	0.75	N
2359	ENSG00000118292	48.0	48	1	150240600	150253327	1	1.0	N
2360	ENSG00000170631	48.0	48	8	146155744	146176274	-1	1.0	Y
2361	ENSG00000185905	1.0	47	16	29753784	29757327	-1	0.02127659574468085	N
2362	ENSG00000259120	3.0	38	17	73642323	73644057	1	0.07894736842105263	N
2363	ENSG00000105281	47.0	48	19	47278140	47291851	-1	0.9791666666666666	N
2364	ENSG00000159873	20.0	48	22	29168662	29185283	1	0.4166666666666667	Y
2365	ENSG00000070785	47.0	48	1	45316450	45452282	-1	0.9791666666666666	Y
2366	ENSG00000146109	48.0	48	6	26597180	26600278	1	1.0	N
2367	ENSG00000049768	6.0	46	X	49106897	49121288	-1	0.13043478260869565	N
2368	ENSG00000164241	48.0	48	5	126378250	126409184	-1	1.0	N
2369	ENSG00000129749	36.0	48	11	3686817	3692614	-1	0.75	N
2370	ENSG00000205020	16.0	16	17	34538310	34540280	1	1.0	Y
2371	ENSG00000066135	26.0	48	1	44115829	44171186	1	0.5416666666666666	N
2372	ENSG00000176171	26.0	48	10	133781578	133795435	-1	0.5416666666666666	N
2373	ENSG00000174744	39.0	48	11	66104804	66112596	-1	0.8125	N
2374	ENSG00000149761	19.0	48	11	63993413	63998158	1	0.3958333333333333	N
2375	ENSG00000133059	48.0	48	1	205111632	205180727	-1	1.0	Y
2376	ENSG00000174448	18.0	18	18	51850728	51884334	-1	1.0	Y
2377	ENSG00000176974	48.0	48	17	18231187	18266856	-1	1.0	N
2378	ENSG00000130592	44.0	48	11	1874200	1913497	1	0.9166666666666666	Y
2379	ENSG00000179593	38.0	48	17	7942335	7952452	1	0.7916666666666666	N
2380	ENSG00000155744	26.0	48	2	201838441	201936394	-1	0.5416666666666666	N
2381	ENSG00000159658	39.0	48	1	47124366	47184824	-1	0.8125	N
2382	ENSG00000204220	2.0	48	6	33257079	33266178	1	0.041666666666666664	N
2383	ENSG00000170340	19.0	48	2	62423248	62451866	1	0.3958333333333333	N
2384	ENSG00000068971	8.0	48	11	64685025	64701945	1	0.16666666666666666	N
2385	ENSG00000121858	36.0	48	3	172223298	172241297	-1	0.75	N
2386	ENSG00000144040	48.0	48	2	73169165	73302747	-1	1.0	Y
2387	ENSG00000172315	26.0	48	20	45313004	45318418	-1	0.5416666666666666	N
2388	ENSG00000188385	48.0	48	10	133918175	133998313	1	1.0	Y
2389	ENSG00000141086	43.0	48	16	67961543	67966317	-1	0.8958333333333334	N
2390	ENSG00000189057	10.0	35	11	58874658	58894883	1	0.2857142857142857	Y
2391	ENSG00000055163	30.0	48	5	156693089	156822606	1	0.625	N
2392	ENSG00000136682	48.0	48	2	114195268	114253766	1	1.0	Y
2393	ENSG00000106992	42.0	48	9	130628759	130640022	-1	0.875	Y
2394	ENSG00000166845	47.0	48	18	51884287	51911588	1	0.9791666666666666	N
2395	ENSG00000113594	47.0	47	5	38475065	38608456	-1	1.0	Y
2396	ENSG00000092820	45.0	48	6	159186773	159240444	-1	0.9375	Y
2397	ENSG00000144455	48.0	48	3	3742498	4508965	-1	1.0	Y
2398	ENSG00000135960	6.0	20	2	109510927	109605828	-1	0.3	Y
2399	ENSG00000114054	48.0	48	3	135969148	136056738	1	1.0	Y
2400	ENSG00000132952	44.0	48	13	31191830	31233686	1	0.9166666666666666	Y
2401	ENSG00000204941	5.0	6	19	43670408	43690688	-1	0.8333333333333334	Y
2402	ENSG00000182022	40.0	48	10	125767184	125853206	-1	0.8333333333333334	N
2403	ENSG00000156515	47.0	48	10	71029740	71161638	1	0.9791666666666666	Y
2404	ENSG00000170324	18.0	21	10	49364601	49482941	-1	0.8571428571428571	Y
2405	ENSG00000197496	47.0	47	20	45338126	45364965	1	1.0	N
2406	ENSG00000079616	30.0	48	16	29802040	29816706	1	0.625	N
2407	ENSG00000169499	40.0	48	8	38758753	38831428	1	0.8333333333333334	N
